_id,title,address,description,price,updated,size,area,owner,building_type,state,equipment,balcony,basement,elevator,barrier_free,floor,penb,terrace,city_part,city,street,building_state,floor_max,heating,locality,electricity,parking,gas,internet,annual_electricity,loggia,umistneni_objektu,doprava,voda,odpad,obcanska_vybavenost,id,garage,available_from,date_updated
https://www.prazskereality.cz/prostorny-hezky-svetly-byt-2-1-v-ov-umisteny-ve-2-np-cin-7386380.html,"Byt na prodej, 2+1, Praha 3 - Žižkov","Praha 3 - Žižkov, Čajkovského","Byt na prodej / 2+1 / 77 m2 - Byty na prodej typu 2+1 za nabídkovou cenu 7 700 000 Kč.
			Vybraná nemovitost - 2+1 se nachází v městské části Praha 3.
			Typ vlastnictví osobní.
			Plocha nemovitosti je 77 m2.
		 Dostupné od 23.04.2021.Prostorný, hezky světlý byt 2+1 v OV umístěný ve 2. NP činžovního domu s výtahem. Byt je situován v rezidenční lokalitě Žižkova nedaleko stanice metra Jiřího z Poděbrad, parku Riegrovy sady, Mahlerových sadů, tramvajové zastávky Olšanské náměstí, Lipanská a nákupního centra Flóra. Byt je renovovaný, orientace místností je na východ a západ. Byt má předsíň, halu, kuchyň s moderní kuchyňskou linkou v bílém lesku, plynovým sporákem, prostorem pro troubu, myčku a s místem pro kuchyňský stůl a židle, 2 velké pokoje - jeden orientovaný do klidné ulice, druhý do dvora. Dále je zde koupelna se sprchovým koutem, samostatná toaleta se sprškou, úložná místnost a velká komora s policemi, pračkou a sušičkou. V pokojích jsou parkety, v ostatních místnostech plovoucí podlahy a dlažba. V domě je kotelna zajišťující vytápění a ohřev teplé vody v bytech a společná kočárkárna. Plocha bytu 76,1 m2, k bytu patří sklepní kóje a možnost užívání společného balkonu přístupného ze společných prostor domu. Společný dvůr je udržovaný s prostorem na grilování.",7700000,23.04.2021,2+1,77,osobní,cihlová,velmi dobrý,FALSE,FALSE,TRUE,TRUE,FALSE,2,G,FALSE,Žižkov,Praha,Čajkovského,,,,,,,,,,,,,,,,,,,26.04.2021
https://www.prazskereality.cz/exkluzivne-nabizime-klimatizovany-byt-4-kk-umisteny-v-5--6726946.html,"Byt na prodej, 4+kk, Praha 1 - Nové Město","Praha 1 - Nové Město, Soukenická","Byt na prodej / 4+kk / 151 m2 - Byty na prodej typu 4+kk za nabídkovou cenu 19 500 000 Kč.
			Vybraná nemovitost - 4+kk se nachází v městské části Praha 1.
			Typ vlastnictví osobní.
			Plocha nemovitosti je 151 m2.
		 Dostupné od 23.04.2021.Exkluzivně nabízíme klimatizovaný byt 4+kk umístěný v 5. a 6. NP kvalitně zrekonstruovaného historického domu s výtahem v centru Prahy. K bytu patří parkovací stání a sklep. Dům je umístěn v historické části Prahy, nedaleko stanice metra Náměstí Republiky a tramvajové zastávky, v blízkosti mnoha obchodů, restaurací, bank, kaváren, v pěší vzdálenosti od Staroměstského náměstí, nákupního centra Palladium a Kotva. V pěší vzdálenosti jsou krásné Letenské sady. Byt s výměrou 151 m2 je tichý a hezky světlý,  má v nižším patře vstupní halu, prostorný obývací pokoj spojený s moderní kuchyní, toaletu, samostatné studio s koupelnou, toaletou a kuchyňkou, v horním podlaží je galerie, dvě ložnice s krásným výhledem do vnitrobloku na střechy domů, technická místnost, šatna, koupelna s vanou,  sprchou a toaletou. Na podlahách jsou parkety a dlažba, okna jsou dřevěná klasická i střešní, elektricky ovládaná. Vytápění plynovým kotlem. Byt nabízí příjemné a tiché bydlení v centru Prahy.",19500000,23.04.2021,4+kk,151,osobní,cihlová,po rekonstrukci,FALSE,FALSE,TRUE,TRUE,FALSE,6,G,FALSE,Nové Město,Praha,Soukenická,,,,,,,,,,,,,,,,,,,26.04.2021
https://www.prazskereality.cz/nabizim-k-prodeji-velmi-pekny-zrekonstruovany-vybaveny-b-7358790.html,"Byt na prodej, 3+1, Praha 5 - Hlubočepy","Praha 5 - Hlubočepy, 15 200, Lamačova 824/9","Byt na prodej / 3+1 / 74 m2 - Byty na prodej typu 3+1 za nabídkovou cenu 6 950 000 Kč.
			Vybraná nemovitost - 3+1 se nachází v městské části Praha 5.
			Typ vlastnictví osobní.
			Plocha nemovitosti je 74 m2.
		Nabízím k prodeji velmi pěkný, zrekonstruovaný, vybavený byt 3+1 71 m2 s balkónem 3 m2 včetně sklepní kóje 3 m2 a výtahem, 30 m od Prokopského údolí.

Obytná plocha bytu je 71 m2 a jeho dispozici tvoří předsíň s vestavěnou šatní skříní, dětský pokoj/pracovna, obývací pokoj se vstupem na balkón, kuchyň včetně spotřebičů, ložnice včetně vestavěné skříně orientovaná na západ, koupelna s rohovou vanou a WC.

Jedná se o byt v panelovém domě, který prošel v roce 2009 kompletní rekonstrukcí. Nové dřevěné podlahy, koupelna a plastová okna. Byt je nabízen včetně vybavení, kvalitního dřevěného nábytku a je zabezpečen speciálními bezpečnostními dveřmi. Dům má celkem 7 pater s výtahem. Na každém patře jsou 3 bytové jednotky. V domě je k dispozici kolárna/kočárkárna. K domu náleží velká oplocená zahrada. V zadní části se nachází dětské hřiště a nový kostel.

Stavba se nachází 30 metrů od Prokopského údolí. Výborná dostupnost do centra města, MHD bus a tram zastávka Chaplinovo náměstí i metro trasa B Smíchovské nádraží. Veškerá občanská vybavenost v blízkém okolí.  

Energetická náročnost budovy: D  méně úsporná.

 ID nemovitosti STE0033-0001.",6950000,23.04.2021,3+1,74,osobní,panelová,velmi dobrý,TRUE,FALSE,TRUE,TRUE,FALSE,3,,FALSE,Hlubočepy,Praha,Lamačova 824/9,,,,,,,,,,,,,,,,,,,26.04.2021
https://www.prazskereality.cz/prodej-luxusniho-mezonetoveho-bytu-5-1-s-moznosti-odpoct-7384977.html,"Byt na prodej, 5+1, Praha 5 - Smíchov","Praha 5 - Smíchov, 15 000, Holečkova 3331/35","Byt na prodej / 5+1 / 277 m2 - Byty na prodej typu 5+1 za nabídkovou cenu 29 900 000 Kč.
			Vybraná nemovitost - 5+1 se nachází v městské části Praha 5.
			Typ vlastnictví osobní.
			Plocha nemovitosti je 277 m2.
		Prodej luxusního mezonetového bytu 5+1 s možností odpočtu DPH se zahradou, krásnými výhledy na Prahu, dvěma parkovacími místy v novostavbě luxusní bytové Rezidence Sacre Coeur2 s recepcí, ostrahou v Praze 5 na Smíchově, v atraktivní lokalitě Hřebenek, který se stal jako jediný český projekt stal finalistou v kategorii Nejlepší rezidenční nemovitost v mezinárodní realitní soutěži MIPIM AWARDS 2017. Jedná se velmi prestižní ocenění světového významu. Mimořádný projekt  Sacre Coeur 2 splňuje veškeré nejvyšší požadavky na luxusní bydlení, bezpečí rezidentů v dosahu veškeré občanské vybavenosti a míst k aktivní relaxaci.
Další přidanou hodnotou je  24 hodinová non stop služba majordoma, který se v případě potřeby postará také o běžné denní nákupy, pohlídání dětí, venčení čtyřnohých miláčků a podobně.

Unikátní umístění v blízkosti Kinského zahrad nebo Mozartova útočiště na Bertramce. V blízkém sousedství Sacre Coeur2 se nachází také prestižní mezinárodní škola Lycée Français de Prague, zároveň se nabízí i mnoho dalších možností pro školní i předškolní vzdělání vašich dětí. 
 
Dvoupodlažní loft představují neotřele moderní a nadčasové bydlení zhmotňující volnost a prostorovou svobodu. Jejich velkou předností je nejen výška stropu přes dvě patra, ale velkoformátová okna s nulovým parapetem, předzahrádka a velkorysé terasy z masivních dřevěných roštů. Loft je členěný do dvou zón, obývací a privátní. Rozlehlý obývací pokoj se světlou výškou přes 5 metrů upoutá svou vzdušností a nádherným výhledem na pražské panorama. Ložnice jsou umístěny v klidové zóně vnitřního atria budovy. Každá obývací zóna má vlastní WC s umyvadlem, což jistě ocení nejen majitelé bytu, ale i hosté. Ložnice, dětský pokoj a další místnosti se nacházejí v privátní zóně bytové jednotky. Byt  2 koupelny, jedna je vždy součástí ložnice rodičů. Další koupelna pro hosty a další samostatná toaleta zvlášť. Příjemné chvíle teplých letních večerů je možné trávit na venkovní zahradě a terasách. Loft má má prostorné zádveří s místem pro šatnu nebo vestavěnou šatní skříň, nechybí ani technická místnost pro pračku a úložný regálový systém. 

Použité materiály v nejvyšším standardu světově známých značek jako jsou Villeroy  and  Bosch či JUNG. 

 ID nemovitosti HMA1033-0001.",29900000,23.04.2021,5+1,277,osobní,skeletová,novostavba,TRUE,FALSE,TRUE,TRUE,FALSE,2,,TRUE,Smíchov,Praha,Holečkova 3331/35,,,,,,,,,,,,,,,,,,,26.04.2021
https://www.prazskereality.cz/v-soucasne-situaci-nabizime-bezne-prohlidky-s-rouskou-a--7358850.html,"Byt na prodej, 3+kk, Praha 2 - Vinohrady","Praha 2 - Vinohrady, 12 000, U Zvonařky 2536/1a","Byt na prodej / 3+kk / 71 m2 - Byty na prodej typu 3+kk za nabídkovou cenu 12 500 000 Kč.
			Vybraná nemovitost - 3+kk se nachází v městské části Praha 2.
			Typ vlastnictví osobní.
			Plocha nemovitosti je 71 m2.
		V současné situaci nabízíme běžné prohlídky s rouškou a rovněž zajišťujeme videoprohlídky v reálném čase přes WhatsApp, FaceTime, Messenger, Skype atd.

Prodej slunného bytu 3kk  s neopakovatelnými výhledy na panorama Prahy s garážovým stáním v klidné Rezidenci Zvonařka na Královských Vinohradech s recepcí, 24 hod ostrahou, vnitřním bazénem, terasou a privátním upraveným parkem ve vnitrobloku.

Zajímavá investiční příležitost zajišťující dlouhodobě stabilní výnos, vzhledem k silné poptávce po nájemních bytech 3kk pro zahraniční a českou klientelu v této žádané, atraktivní a zároveň klidné rezidenční lokalitě Vinohrad v těsné blízkosti centra.

Dispozice bytu nabízí prosvětlený obývací pokoj s kuchyní, ložnice, prostorná koupelna s vanou, toaleta, vstupní hala s dostatkem úložných prostor - šatní skříně.

Vybavení zahrnuje dřevěné podlahy, kuchyňská linka, vestavěné šatní skříně, samostatný plynový kotel. Cena bytu zahrnuje 1 garážové stání ( další možné koupit) a sklep. Kamerový systém a ostraha. Krásný vnitřní bazén pro rezidenty s letní terasou ke slunění!

Prestižní rezidenční lokalita v docházkové vzdálenosti do centra, s veškerou vybaveností, v místě školy, školky, výtečné restaurace, kavárny, bistra. Součástí Rezidence Zvonařka je i významný pražský pětihvězdičkový boutique hotel Le Palais s vynikající gastronomií.

V minutové pěší vzdálenosti zastávka tramvaje - 3 minuty, stanice metra linky C i A, ke stanici metra I.P.Pavlova a také Náměstí Míru. Pár minut od oblíbeného parku Folimanka a Grébovka.

Velmi nízké provozní náklady!

Energetická náročnost budovy: C ID nemovitosti PKC0033-0001.",12500000,23.04.2021,3+kk,71,osobní,skeletová,novostavba,FALSE,FALSE,FALSE,TRUE,FALSE,3,,FALSE,Vinohrady,Praha,U Zvonařky 2536/1a,,,,,,,,,,,,,,,,,,,26.04.2021
https://www.prazskereality.cz/svetly-prostorny-byt-o-dispozici-3-kk-a-celkove-uzitne-p-7386274.html,"Byt na prodej, 3+kk, Praha 10 - Petrovice","Praha 10 - Petrovice, 10 900, Frostova 334/27","Byt na prodej / 3+kk / 78 m2 - Byty na prodej typu 3+kk za nabídkovou cenu 5 950 000 Kč.
			Vybraná nemovitost - 3+kk se nachází v městské části Praha-Petrovice.
			Typ vlastnictví osobní.
			Plocha nemovitosti je 78 m2.
		Světlý prostorný byt o dispozici 3+kk a celkové užitné ploše 78 m2 se zasklenou lodžií k prodeji, perfektní lokalita - Praha – Petrovice, ulice Frostova. 

Tento byt v osobním vlastnictví se nachází ve druhém nadzemním podlaží panelového domu s výtahem a sestává se z prostorného obývacího pokoje se vstupem na velkou lodžii. Obývací pokoj je propojen s kuchyňským koutem. Dále jsou zde dvě samostatné ložnice, koupelna s vanou, samostatná toaleta, vstupní hala a komora/šatna s přípojkou na pračku. Byt je vybaven kvalitními bezpečnostními dveřmi. Na podlahách jsou plavoucí podlahy a dlažba. K bytu náleží také sklep.

Lokalita poskytuje komfortní a klidné bydlení s celou řadou sportovního vyžití, v okolí domu dostatek zeleně - vodní nádrž Hostivař, Milíčovský les, přírodní park Botič. Bezproblémové parkování bez parkovacích zón. Veškerá občanská vybavenost v docházkové vzdálenosti - obchody, školy, restaurace, lékaři... Perfektní dopravní spojení - zastávka autobusu ""Jakobiho"" hned u domu, do centra města 30 minut MHD. 

V případě dalších dotazů či zájmu o prohlídku kontaktujte makléře.",5950000,23.04.2021,3+kk,78,osobní,panelová,velmi dobrý,FALSE,FALSE,TRUE,TRUE,FALSE,2,G,FALSE,Petrovice,Praha,Frostova 334/27,,,,,,,,,,,,,,,,,,,26.04.2021
https://www.prazskereality.cz/v-exkluzivnim-zastoupeni-nabizime-nadherny-a-predevsim-o-7280867.html,"Byt na prodej, 3+1, Praha 2 - Vinohrady","Praha 2 - Vinohrady, U Havlíčkových sadů","Byt na prodej / 3+1 / 115 m2 - Byty na prodej typu 3+1 za nabídkovou cenu 22 000 000 Kč.
			Vybraná nemovitost - 3+1 se nachází v městské části Praha 2.
			Typ vlastnictví osobní.
			Plocha nemovitosti je 115 m2.
		V exkluzivním zastoupení nabízíme nádherný a především ojedinělý byt ve velmi žádané rezidenční lokalitě,  na prestižní vinohradské adrese : v ulici U Havlíčkových sadů. Tato ulice, jejíž severozápadní stranu tvoří činžovní domy a jihovýchodní stranu zeď přiléhajících Havlíčkových sadů se bere jako jedna z nejkrásnějších  secesních řad domů v Praze ( dále  Pařížská, Masyrykovo nábř., Kodaňská).
Byt se nachází ve 4. nadzemním podlaží velmi kvalitně zrekonstruované budovy s výtahem. Celý byt je prodchnutý jedinečnou vinohradskou atmosférou i díky ponechání všech interiérových prvků, jako jsou dubové parketové podlahy, vnitřní dvoukřídlé portálové dveře do všech pokojů včetně unikátních prosklených výplní, vysoké stropy se světlostí nad 3m, špaletová okna, kachlová kamna a designový nábytek. Do bytu vstupujete přes čtvercovou halu (17m2), která spojuje všechny pokoje včetně centrální koupelny s vanou (5 m2), samostatné toalety (2,5 m2) a komory vybavené pračkou i sušičkou. Je zde tedy přístup do obou pokojů orientovaných na severozápadní stranu do vnitrobloku : dětského pokoje (14m2) se šatnou (3 m2), balkonem (2,2m2) a ložnice (23 m2) s en suite koupelnou s masážní sprchou a šatnou.
Na jihozápadní straně bytu se nachází plně vybavená kuchyň s jídelnou  (16,15 m2) a obývací pokoj (23,38 m2) s kachlovými kamny (již nefunkční). Obě místnosti jsou propojeny dvoukřídlými portálovými dveřmi, ale mají taktéž samostatný vstup z haly. Celková obytná plocha bytové jednotky je 108,17 m2, ta neobsahuje 2 balkony o ploše 2,7m2 a 2,2 m2 a taktéž  sklep o ploše  1,7 m2. Užitná plocha nemovitosti je 115 m2.
Byt se nachází hned vedle rozsáhlého parku s dětskými hřišti a v pohodlné vzdálenosti od veškeré občanské vybavenosti, stanice metra  Nám. Míru a zastávek tramvají s přímým spojením do centra. V okolí je velké množství kaváren a restaurací, několik MŠ a ZŠ a obchodů i obchůdků..",22000000,23.04.2021,3+1,115,osobní,smíšená,velmi dobrý,FALSE,TRUE,TRUE,TRUE,FALSE,4,G,FALSE,Vinohrady,Praha,U Havlíčkových sadů,,,,,,,,,,,,,,,,,,,26.04.2021
https://www.prazskereality.cz/v-exkluzivnim-zastoupeni-nabizime-svetly-a-vzdusny-byt-3-7193637.html,"Byt na prodej, 3+1, Praha 5 - Košíře","Praha 5 - Košíře, 15 000, Slavická 1154/3","Byt na prodej / 3+1 / 97 m2 - Byty na prodej typu 3+1 za nabídkovou cenu 7 800 000 Kč.
			Vybraná nemovitost - 3+1 se nachází v městské části Praha 5.
			Typ vlastnictví družstevní.
			Plocha nemovitosti je 97 m2.
		V exkluzivním zastoupení nabízíme světlý a vzdušný  byt 3+1 o vnitřní ploše 87m2 s dvěma lodžiemi (2x5m2), sklepem (1,5m2) ve 3.NP,  cihlového domu bez výtahu se samostatnou garáží. Dům se nachází v sousedství rozsáhlého parku Skalka a naproti nemocnici Na Homolce, ul. Slavická, Praha 5, Košíře. Byt se skládá z prostorné vstupní  haly  (15,5m2) s komorou (1,6m2),  kuchyně částečně propojené se západně  orientovaným obývacím pokojem  (30 m2) a se zasklenou lodžií  (5m2) a dále ze dvou ložnic (22 a 13 m2) směřujících na východní stranu. Jedna ložnice má vlastní lodžii (4,8m2).  V ceně je zahrnuta i sklepní kóje a dokonce i samostatná  garáž v 1.NP stejného domu, která by měla hodnotu nejméně 700 000Kč.
Dům je ve výborném a průběžně udržovaném stavu. Plastová okna, nové rozvody, fasáda je částečně zateplena.
Převod do osobního vlastnictví bude v budoucnu možný. Nesplacená anuita, která se ponižuje v měsíčních splátkách  je nyní zhruba 940000Kč. K dispozici je však na účtu družstva  finanční hotovost určená na stavební opravy či zhodnocení této bytové jednotky. Byt je ihned k dispozici.
Veškerá občanská vybavenost v okolí. Přímo vedle domu  ZŚ Weberova i zastávka autobusu, 6 min chůze zastávky tram na Plzeňské. Do centra Prahy MHD za 15 minut. Nákupní možnosti na Andělu nebo na Zličíně (do 10 minut autem).
Energetická třída G je uvedena dočasně, vzhledem k novele zákona č. 406/2000 Sb. o hospodaření s energií. Po dodání energetického štítku bude uvedena skutečná energetická třída této nemovitosti.",7800000,23.04.2021,3+1,97,družstevní,cihlová,velmi dobrý,FALSE,FALSE,TRUE,FALSE,FALSE,3,G,FALSE,Košíře,Praha,Slavická 1154/3,,,,,,,,,,,,,,,,,,,26.04.2021
https://www.prazskereality.cz/luxusni-kompletne-zarizeny-byt-2-kk-59-m2-s-terasou-8m2-7383297.html,"Byt na prodej, 2+kk, Praha 8 - Karlín","Praha 8 - Karlín, 18 600, Nekvasilova 692/29","Byt na prodej / 2+kk / 67 m2 - Byty na prodej typu 2+kk za nabídkovou cenu 10 500 000 Kč.
			Vybraná nemovitost - 2+kk se nachází v městské části Praha 8.
			Typ vlastnictví osobní.
			Plocha nemovitosti je 67 m2.
		Luxusní, kompletně zařízený byt  2+kk (59 m2) s terasou (8m2), předzahrádkou (35 m2), sklepem a parkovacím místem v garáži, situovaný ve 2. podlaží moderního rezidenčního projektu v Karlíně. Celý byt je velmi vkusně  a elegantně zařízen od architektonického studia.

Dispozice kompletně moderně zařízeného bytu tvoří otevřený, slunný prostor obývacího pokoje s kuchyní, prostorná ložnice, chodba s velkou šatní skříní, technická místnost, prostorná koupelna s toaletou a sprchovým koutem. Z obývacího pokoje a z ložnice je vstup na předzahrádku. Dále k bytu náleží sklep, garážové stání.

Nadstandardní vybavení zahrnuje designový nábytek zhotovený na míru, kompletní osvětlení, kompletně vybavenou kuchyňskou linku se všemi spotřebiči. Kupní cena zahrnuje veškeré vybavení uvedené ve fotodokumentaci.

Zajímavá investiční příležitost v atraktivní lokalitě rychle se rozvíjejícího Karlína. V okolí veškerá občanská vybavenost. V docházkové vzdálenosti stanice metra Invalidovna.
Mnoho restaurací a kaváren v Karlíně. Hned před domem je golf Čechie.
Energetická náročnost budovy: B
 ID nemovitosti APE0014-0001.",10500000,23.04.2021,2+kk,67,osobní,skeletová,novostavba,TRUE,FALSE,TRUE,TRUE,FALSE,2,,TRUE,Karlín,Praha,Nekvasilova 692/29,,,,,,,,,,,,,,,,,,,26.04.2021
https://www.prazskereality.cz/v-exkluzivnim-zastoupeni-majitele-nabizime-k-prodeji-slu-7338146.html,"Byt na prodej, 2+1, Praha 2 - Vinohrady","Praha 2 - Vinohrady, Korunní","Byt na prodej / 2+1 / 67 m2 - Byty na prodej typu 2+1 za nabídkovou cenu 8 800 000 Kč.
			Vybraná nemovitost - 2+1 se nachází v městské části Praha 2.
			Typ vlastnictví osobní.
			Plocha nemovitosti je 67 m2.
		V exkluzivním zastoupení majitele nabízíme k prodeji slunný byt 2+1 o celkové ploše 66,8m2, který se nachází ve  4. nadzemním podlaží  dobře udržovaného domu s výtahem.
V bytě s velmi praktickou dispozicí se kuchyň (16,3m2) a částečně i obývací pokoj  (24,2m2) nachází na západní straně, směrem do Nitranské ulice, s krásným výhledem na  Vinohradskou vodárnu a ložnice (15,7m2) je orientovaná do ulice Korunní. Dále je v bytě koupelna se sprchovým koutem a WC, techn. místnost s vlastním plynovým kotlem a vstupní chodbička s úložným prostorem. Byt byl rekonstruován  v r. 2003.
 Dům se nachází ve velmi žádané lokalitě, v těsné blízkosti náměstí Jiřího z Poděbrad, tedy  pouhých 5 min chůze od nejbližší stanice metra. Tramvajová zastávka je přímo u domu. Jedná se o velmi atraktivní vinohradskou lokalitu s množstvím kulturního a společenského vyžití.
Energetická třída D",8800000,23.04.2021,2+1,67,osobní,cihlová,velmi dobrý,FALSE,FALSE,FALSE,TRUE,FALSE,4,D,FALSE,Vinohrady,Praha,Korunní,,,,,,,,,,,,,,,,,,,26.04.2021
